exposure_days,t_latent,t_incubation,t_post_incubation,tested_positive,expressed_symptoms,time_discharged,symptomatic,vaccinated,FoI_max,FoI_community
0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0
8.099999999999987,0.1,7.629199606211454,8.288049611117273,1,1,5179.0,1,1,0.28067057474190493,1.046045851205894
5.299999999999997,0.1,4.949944276536907,5.44542986880248,0,1,16572.0,1,1,10.495953409303521,26.238583393669312
8.699999999999985,0.1,8.018023425706673,6.117161611498113,1,1,19025.0,1,1,0.0004111023639310624,0.0016616722543568393
4.6,0.1,3.0113198182234457,7.031144328815224,0,1,21156.0,1,1,8.636030181055729e-5,0.00022436544897782695
3.800000000000002,0.1,3.7562155356622142,7.4296119095131585,1,0,46914.0,0,1,0.002588237557983762,0.004496224011833084
7.29999999999999,0.1,6.0864159830858995,9.818924619686602,1,0,47317.0,0,1,0.31111204117560753,1.1447570813485168
2.600000000000001,0.1,2.404681300976367,6.213903796490635,1,1,63889.0,1,1,6.126017622166799e-7,8.094235233170657e-7
13.09999999999997,0.1,3.6318120184827767,9.628037819295836,0,0,66950.0,0,1,3.4542799422654876e-6,1.694749252196169e-5
9.099999999999984,0.1,7.623684364155941,9.207510730319544,1,1,93658.0,1,1,0.40031327420541224,1.8028090037364248
3.2000000000000015,0.1,4.918475017269313,5.219875697355993,1,0,112812.0,1,1,0.49979771836775283,0.3565391242116909
4.200000000000001,0.1,7.59073625471308,7.064489815720922,1,0,222089.0,1,1,6.652099098950336e-12,4.712003045687209e-12
3.2000000000000015,0.1,5.509206931113378,8.855101492394013,1,0,251029.0,0,1,10.217131170304294,6.091339350859564
4.100000000000001,0.1,4.100670395193889,8.280306824954788,1,1,290961.0,1,1,0.002872788284375575,0.005281088413029677
5.599999999999996,0.1,7.723507562963965,5.414030618644556,1,0,293153.0,0,1,0.00405627183009831,0.005768873424133149
3.0000000000000013,0.1,2.859666548292756,8.122791463293197,1,0,324163.0,0,1,8.022210154653619,11.692380286782406
7.699999999999989,0.1,6.882924976003014,7.789398633614812,1,1,326150.0,1,1,1.656553733507854,6.10197045270207
7.799999999999988,0.1,9.828153864053256,8.447042746627554,1,0,326157.0,0,1,0.9294137186845367,2.110924155953544
4.999999999999998,0.1,4.8771921782792145,6.835104925336305,1,1,337143.0,1,1,0.00013131137920205412,0.0002984426411820031
3.4000000000000017,0.1,4.280907592126812,5.269883281990961,1,0,338114.0,0,1,0.018705313013998595,0.019786055640158114
10.899999999999977,0.1,2.014329096734989,9.045711204955065,1,0,350827.0,0,1,1.1617503612275508,4.7073166662334875
4.6,0.1,5.274952428693436,5.171836653848531,1,0,350991.0,0,1,5.713298908110029,9.419140654643133
4.699999999999999,0.1,5.379154055151181,8.798632833759921,1,0,355036.0,0,1,6.925075533982022,11.68592777582314
8.399999999999986,0.1,4.37093667509224,9.1739115927092,1,0,415022.0,0,1,0.010040328146850797,0.04374881993493982
