exposure_days,days_in_quar,days_in_extended_quar,days_in_iso,t_latent,t_incubation,t_post_incubation,time_discharged,index_case,symptomatic,vaccinated,compliance,FoI_max,FoI_community
0.7,13.999999999999966,0.0,0.0,0.1,5.335525797635276,9.528428021218659,71.0,1,0,0,1.0,0.004545937494419516,3.7265573944362045e-5
0.9999999999999999,5.999999999999995,2.0000000000000004,9.99999999999998,0.1,8.93674165238128,8.667812219819856,299.0,0,0,0,1.0,7.281957190639674e-8,1.5244915927604517e-9
4.4,4.999999999999998,13.999999999999966,0.0,0.1,16.587506643281692,5.250118338841786,412.0,0,0,0,1.0,0.2862218254616355,0.31882873259303957
0.7,5.999999999999995,0.0,9.99999999999998,0.1,10.767690398015496,7.061983462974208,509.0,1,0,0,1.0,1.6180484718198466e-6,2.0116725547048764e-8
0.30000000000000004,2.0000000000000004,2.0000000000000004,9.99999999999998,0.1,4.429611160014143,9.264697532035107,791.0,0,0,0,1.0,0.00015211332906652902,4.359999678963808e-7
0.2,5.999999999999995,0.0,9.99999999999998,0.1,4.544418548334336,9.758658118856735,831.0,0,0,0,1.0,1.1597393625315223e-8,8.486982422477159e-12
0.7999999999999999,5.999999999999995,0.0,9.99999999999998,0.1,6.531501565066111,8.085639036275072,2049.0,0,0,0,1.0,0.6006401891661733,0.00898752154408236
0.1,5.999999999999995,0.0,9.99999999999998,0.1,3.9109224064302683,9.997634257968121,2388.0,0,0,0,1.0,5.358123137917671e-9,1.7132559344878694e-12
3.2000000000000015,2.0000000000000004,0.0,9.99999999999998,0.1,7.2967888019028075,9.768523954826875,2502.0,1,0,0,1.0,8.587607666664871,1.8499912711357602
0.6,2.0000000000000004,2.0000000000000004,9.99999999999998,0.1,5.172526090907016,8.130836305640559,2504.0,0,0,0,1.0,0.7855122737097766,0.005531166147193634
6.999999999999991,4.999999999999998,13.999999999999966,0.0,0.1,13.479556117594074,8.628173120896403,3230.0,0,0,0,1.0,0.00017980826689545043,0.00029910951047896974
1.5000000000000002,2.0000000000000004,0.0,9.99999999999998,0.1,2.859789252904205,9.872347001259541,3795.0,0,0,0,1.0,1.6000185099371373e-5,6.746514762498235e-7
0.2,2.0000000000000004,0.0,9.99999999999998,0.1,7.5695932246026505,9.85108234550507,4017.0,1,0,0,1.0,5.77937940808003,0.007815738955072789
13.799999999999967,13.999999999999966,0.0,0.0,0.1,6.972939899102906,7.898629795590342,4097.0,0,1,0,1.0,0.0009535082382771738,0.005353443391789747
1.6000000000000003,3.0000000000000013,2.0000000000000004,9.99999999999998,0.1,7.338331955114221,8.04010120907975,4733.0,0,0,0,1.0,0.27199397230390626,0.017997005693393634
0.30000000000000004,3.0000000000000013,2.0000000000000004,9.99999999999998,0.1,5.715553262913647,8.625909357677234,4878.0,0,0,0,1.0,0.028639360153341512,7.512406997713263e-5
0.8999999999999999,2.0000000000000004,0.0,9.99999999999998,0.1,8.536876171317493,9.598624105564483,4963.0,1,0,0,1.0,3.0434129899337435e-9,4.925173256470384e-11
1.3,5.999999999999995,0.0,9.99999999999998,0.1,6.768052622984024,7.522098548493109,5325.0,0,0,0,1.0,0.011406467095525234,0.000521570628805262
1.8000000000000005,2.0000000000000004,2.0000000000000004,9.99999999999998,0.1,5.400063780723159,9.424444749811324,5487.0,0,0,0,1.0,0.1397709555913442,0.00963981320911242
2.600000000000001,5.999999999999995,0.0,9.99999999999998,0.1,8.366912292322516,9.316889999373018,5574.0,0,0,0,1.0,0.4335428545162023,0.06515118657249337
0.1,5.999999999999995,0.0,9.99999999999998,0.1,7.194780626042755,8.179834619419804,5995.0,0,0,0,1.0,1.902304260310702,0.0006078953559752705
1.8000000000000005,3.0000000000000013,5.999999999999995,9.99999999999998,0.1,11.548896031298728,8.806034168586493,6069.0,0,0,0,1.0,3.9825652711846242,0.29076642135429853
0.8999999999999999,2.0000000000000004,5.999999999999995,9.99999999999998,0.1,9.282638860600542,9.190688073803328,6352.0,0,0,0,1.0,0.663076375686096,0.011054019427893594
1.8000000000000005,2.0000000000000004,2.0000000000000004,9.99999999999998,0.1,5.686750046586679,9.796644344329504,6387.0,0,0,0,1.0,1.9522668201341622,0.12492021851974573
1.3,2.0000000000000004,0.0,9.99999999999998,0.1,8.89316321030055,8.83629627357732,6645.0,1,0,0,1.0,0.9980246171943392,0.03337113769818481
2.700000000000001,5.999999999999995,0.0,9.99999999999998,0.1,11.877257342915144,9.430169124747538,6713.0,1,0,0,1.0,0.014147334540323643,0.002119386493003225
2.9000000000000012,2.0000000000000004,13.999999999999966,0.0,0.1,9.579540087870514,9.217774002276894,6774.0,0,0,0,1.0,0.3963652482833598,0.07649262264541272
12.79999999999997,13.999999999999966,0.0,0.0,0.1,5.4472821661383035,9.48828267852921,7354.0,0,1,0,1.0,0.0027534487005206076,0.014834135423596639
0.4,2.0000000000000004,5.999999999999995,9.99999999999998,0.1,8.177151655117525,9.996434187959746,7369.0,0,0,0,1.0,0.0010012775285131782,3.296786132907209e-6
1.2,5.999999999999995,0.0,9.99999999999998,0.1,16.354838905118623,9.62689385548712,7643.0,1,0,0,1.0,1.1948230905536446,0.035705586643759064
0.2,3.0000000000000013,2.0000000000000004,9.99999999999998,0.1,4.963046718538609,9.249982628615037,7963.0,0,0,0,1.0,6.573909240460616e-5,4.670215732079038e-8
3.5000000000000018,5.999999999999995,0.0,9.99999999999998,0.1,7.674827795598882,9.647112872605703,8346.0,0,0,0,1.0,0.29837124009527544,0.07870369792546109
