exposure_days,t_latent,t_incubation,t_post_incubation,tested_positive,expressed_symptoms,time_discharged,symptomatic,vaccinated,FoI_max,FoI_community
0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0
4.4,0.1,2.942960656347999,5.3313849670451585,1,0,612.0,0,1,0.15825925631805568,0.37821298860219127
4.5,0.1,5.860570701962372,6.673964351229041,1,0,825.0,1,1,2.5360965098247708e-5,3.253080239122689e-5
4.300000000000001,0.1,4.968561349159127,5.2102153795171215,1,0,4011.0,1,1,0.002537963092786683,0.0038795428529194
9.89999999999998,0.1,11.096725040664184,8.538434163998325,1,0,4112.0,1,1,2.537613724330293e-10,8.957301408364878e-10
3.5000000000000018,0.1,3.590086402597118,8.7575528861469,1,1,5901.0,1,1,0.0006492338202720904,0.0009981537207052592
4.5,0.1,4.249241609041173,9.712188887154612,0,1,6411.0,1,1,0.007565932492660526,0.016169335683239205
6.8999999999999915,0.1,6.571490784275728,7.3003651021311455,1,1,6766.0,1,1,0.08701894989276208,0.2747850794356487
6.8999999999999915,0.1,8.310244351856237,6.238608207915286,1,0,7049.0,1,1,0.04519012980904997,0.09911421793435592
4.999999999999998,0.1,5.063212274587032,5.609832956028708,1,0,7705.0,0,1,2.00363271604475,4.3537703092036075
7.29999999999999,0.1,6.755070839294022,8.940584341224437,1,1,7711.0,1,1,0.0007333102481797964,0.002514431499257339
3.0000000000000013,0.1,4.274163772571149,6.769728360991109,1,0,7937.0,1,1,3.531455852874375e-5,2.6976363608210575e-5
5.799999999999995,0.1,7.8891617004343235,5.8472878482203905,1,0,8309.0,0,1,3.224668141870559e-6,4.851789702367839e-6
5.299999999999997,0.1,6.039310902503775,6.278589170181725,1,0,8396.0,1,1,2.734145082694854e-9,5.194688840705842e-9
7.39999999999999,0.1,8.032727276937308,7.108331949472648,1,0,8508.0,1,1,0.19640353597044674,0.555696704524206
5.699999999999996,0.1,6.366375559332755,6.526119285713465,1,0,8712.0,0,1,0.0008827258247701202,0.0018607238233964245
4.000000000000002,0.1,4.377555419210107,8.233234070835705,1,0,9079.0,1,1,0.09970369397683558,0.15707013781170642
7.599999999999989,0.1,9.097273940884419,5.017910876374986,1,0,11102.0,1,1,0.0014722826207388142,0.0035772419681720396
10.399999999999979,0.1,7.3735748979515305,9.276074185879477,1,0,11865.0,0,1,0.00017135549594466878,0.0008963594220873558
4.6,0.1,4.604072213156642,9.784502948260936,1,1,13355.0,1,1,24.19208864826513,49.41042965759229
