quar_duration	test_schedule	home_quar_flag	hotel_quar_flag	sync_flag	pVac_Travellers	VEi	VEs	compliance_rate	label
14	1, 5, 13	FALSE	TRUE	FALSE	0	0.36	0.67	1	14d hotel quarantine unvaccinated families
