exposure_days,t_latent,t_incubation,t_post_incubation,tested_positive,expressed_symptoms,time_discharged,symptomatic,vaccinated,FoI_max,FoI_community
0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0
6.999999999999991,0.1,5.271406121767791,5.071432172878207,0,1,3531.0,1,1,0.7462547430074368,2.5658572282157
4.000000000000002,0.1,3.7319739292473026,6.002284702192183,0,1,6745.0,1,1,0.0002817216983853649,0.0005443601815978312
5.1999999999999975,0.1,8.442080142213872,6.139694576948579,1,0,8484.0,1,1,0.04560396635977218,0.04640808979599074
3.900000000000002,0.1,1.4294565948568358,9.393824625913727,0,1,11741.0,1,1,0.14015248108940923,0.3557380606841415
3.3000000000000016,0.1,1.8767658618961551,6.014316142447107,0,1,14121.0,1,1,8.030960043265709e-5,0.00015704755692599624
8.199999999999987,0.1,8.253517293094834,7.967050986186611,0,1,15096.0,1,1,1.536791916714524,5.378308336677572
3.900000000000002,0.1,5.361328290369036,9.883072339080664,1,0,15764.0,0,1,1.6145439093902605,1.6560347824318906
7.599999999999989,0.1,9.70112480650989,6.982603354747841,1,0,21455.0,1,1,0.3319710723330912,0.719014883151339
1.6000000000000003,0.1,5.312979308540026,6.786497449179355,1,0,26435.0,1,1,0.9157269077187774,0.1203167989739142
4.000000000000002,0.1,5.224881026961545,9.934876628460549,1,0,28689.0,1,1,0.00025103918202812623,0.00028779604189488296
4.6,0.1,4.323404364887753,7.103976761060109,1,1,29061.0,1,1,2.619496254158109,5.734166718946017
4.4,0.1,3.938098702861419,9.936658477421911,1,1,37867.0,1,1,0.09302221442863426,0.20466001279574805
2.3000000000000007,0.1,1.614610115448352,8.380214159826554,1,1,44121.0,1,1,0.8430951162566953,1.1984289083032622
7.899999999999988,0.1,4.963456423879914,8.369249635159099,1,0,44855.0,0,1,0.8460543536606556,3.487613321041684
7.19999999999999,0.1,11.42149456905971,5.524240030492952,1,0,51471.0,1,1,0.020223147687607274,0.02898324618106878
