exposure_days,t_latent,t_incubation,t_post_incubation,tested_positive,expressed_symptoms,time_discharged,symptomatic,vaccinated,FoI_max,FoI_community
0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0
3.1000000000000014,0.1,2.7466741917872217,9.348720325103473,1,1,173.0,1,1,0.001095131400139057,0.0017613419308257453
4.799999999999999,0.1,4.1275435551918935,8.055658653369818,1,0,574.0,0,1,0.0011535279555811807,0.0028239103947921393
5.4999999999999964,0.1,6.415615941270757,8.342687927905338,1,0,3286.0,0,1,0.007422127552745771,0.013967899532294777
4.300000000000001,0.1,3.9959172042244484,9.615502543183315,1,1,4203.0,1,1,1.8562228029621213,3.8554342667317396
9.099999999999984,0.1,6.1479338764670795,7.610288815868791,1,0,4212.0,0,1,0.7441745595325039,3.3852609105168434
5.799999999999995,0.1,4.998717682724359,9.177305403128017,1,1,4359.0,1,1,0.00206201366380791,0.005994645489191396
4.000000000000002,0.1,6.158735754672813,7.358808228215899,1,0,5686.0,0,1,1.2409109963635183,1.079070838161506
6.8999999999999915,0.1,7.453200511492753,5.8491435239124465,1,0,6635.0,0,1,0.015370665531273359,0.041038760258961346
4.4,0.1,3.8134874166999633,8.971747015980291,0,1,7140.0,1,1,0.005257235397487434,0.011858520549604384
4.999999999999998,0.1,7.918405548559493,7.0709676605798855,1,0,7824.0,1,1,2.362100094422289e-6,2.41035460030842e-6
7.499999999999989,0.1,7.008094745499568,7.523441895076704,1,0,8827.0,0,1,1.3578648566155972e-6,4.7364574295761534e-6
7.39999999999999,0.1,4.620974515983615,9.885142459012055,1,0,9900.0,0,1,4.242503651461204e-5,0.0001719282527401366
5.399999999999997,0.1,4.561663467546572,7.470292787844766,1,0,10484.0,0,1,0.18257113314323534,0.5005567081912784
4.6,0.1,3.009769322499425,5.238494530957402,1,0,10678.0,0,1,2.3289924344445858e-5,5.805866935477369e-5
8.499999999999986,0.1,9.064578025233253,7.647680673007918,1,0,10685.0,1,1,0.00015957334421105762,0.0005303070916149683
4.100000000000001,0.1,5.858933314089391,8.646824032372251,1,0,11469.0,0,1,2.326401529167274,2.3386933477122005
5.4999999999999964,0.1,4.861112786498817,6.473164630391647,0,1,11471.0,1,1,0.4226119802627864,1.141263198012925
11.599999999999975,0.1,5.6600909305982725,7.855819772681592,1,0,11473.0,0,1,1.1031003293478983,5.540260099858131
10.399999999999979,0.1,9.43892226614732,9.123728807097502,0,1,12585.0,1,1,0.00799736962039796,0.03899908558912119
9.599999999999982,0.1,8.715311172669796,5.42749829196606,0,1,13031.0,1,1,4.470690390163114,19.938642505896468
4.899999999999999,0.1,6.3095004962137,9.258833077204114,1,0,13422.0,0,1,0.5598275159493125,0.7920849324273598
3.4000000000000017,0.1,5.974446611909054,8.731810780727574,1,0,13632.0,0,1,0.05928822208001532,0.03616752999164075
3.5000000000000018,0.1,5.812555111800325,5.468463080786607,1,0,15837.0,0,1,0.0019552928849637663,0.0013359810727278795
5.099999999999998,0.1,2.7918496697180264,7.912373400201,1,1,16284.0,1,1,0.08425628212847715,0.24390086017849844
11.099999999999977,0.1,11.439627298521987,5.939679670634225,1,0,16478.0,1,1,1.323034621770038e-5,5.9913201190691305e-5
8.299999999999986,0.1,8.220617483085451,9.108487557693199,0,1,19323.0,1,1,2.147402563767257e-11,7.766820633336663e-11
5.4999999999999964,0.1,7.805726081359851,6.3399842732118366,1,0,19646.0,1,1,0.028169359217767545,0.037545285851716445
6.999999999999991,0.1,4.8371917543392,5.539897135454247,0,1,20829.0,1,1,0.03857425246900411,0.13483693546637876
7.19999999999999,0.1,9.545450809697229,7.764645125858305,1,0,20830.0,0,1,2.4669503162826815e-11,4.752640901605151e-11
4.200000000000001,0.1,3.7427680500117444,5.599695558342349,0,1,22043.0,1,1,0.01396716490176873,0.029202051917152097
8.599999999999985,0.1,2.827512583778017,6.077111310987786,1,0,22049.0,0,1,0.11677974287965696,0.3904419987801215
6.299999999999994,0.1,2.896115125767084,6.662705181411521,1,1,22860.0,1,1,1.0328791855378876e-6,3.2864091269750936e-6
12.099999999999973,0.1,6.308946514920193,5.925776883177014,0,0,23130.0,0,1,0.1507643011841805,0.7160595630319009
8.199999999999987,0.1,5.723261223724149,6.893521718456043,1,0,24080.0,0,1,0.01716463987800361,0.07091864419519535
7.099999999999991,0.1,10.541531919933027,5.540818534348401,1,0,26089.0,0,1,0.012821296769759384,0.02016443454269106
7.39999999999999,0.1,2.337390136044699,9.06304402153579,1,0,27244.0,0,1,3.53739373585644e-8,1.3440870419442194e-7
7.19999999999999,0.1,4.530993839881265,8.568989237351323,1,0,27389.0,0,1,0.07732817672309567,0.2987702468285306
5.299999999999997,0.1,4.621404737689533,6.33320246010607,1,1,28033.0,1,1,0.0006150964347425015,0.0016233502153651573
7.599999999999989,0.1,11.01277997764191,9.44246341820364,1,0,28202.0,1,1,1.1670025783406189e-6,2.0373230405106386e-6
5.099999999999998,0.1,5.438001389973808,5.892440762224089,1,0,28280.0,1,1,0.1739088203219007,0.3570992201886487
4.699999999999999,0.1,7.531446372226055,7.242638589489237,1,0,29148.0,0,1,0.00012024066014447182,0.00011372657866614658
4.999999999999998,0.1,7.51465802856267,6.778678009468424,1,0,31841.0,1,1,0.008655787506725179,0.009607645385833644
11.599999999999975,0.1,5.4677786785271065,6.259921118020674,0,0,32053.0,0,1,0.12897862077374636,0.5751920586084499
11.299999999999976,0.1,2.9661305983536863,8.474139798866501,1,0,32385.0,0,1,0.025637179848316472,0.10757299067222702
5.4999999999999964,0.1,1.916065502758994,5.210925486831009,1,0,33337.0,0,1,9.11443598967934,23.557726153358647
5.699999999999996,0.1,6.335013394184786,7.988757369207708,1,0,33341.0,1,1,0.2702599924030075,0.5747706001000981
3.2000000000000015,0.1,4.212573486123854,6.169077412873233,1,0,34116.0,0,1,11.523402445738823,10.674656168036208
4.000000000000002,0.1,3.1818890560587976,9.939606544393754,1,1,34120.0,1,1,0.011069610599187214,0.024132059499976277
5.099999999999998,0.1,6.896833712389488,5.540737072693474,1,0,34121.0,0,1,1.7545124384996038,2.3657270741340666
7.19999999999999,0.1,6.976898843986429,6.286464394269437,1,0,37532.0,0,1,4.953083685847771,15.991510402364455
9.699999999999982,0.1,12.345421181987689,9.260969565755772,1,0,39025.0,0,1,0.02521323140117239,0.06926792851997876
4.699999999999999,0.1,4.572005527805841,8.525763400835094,1,1,39266.0,1,1,0.0028984978231862066,0.0062425845182792995
6.099999999999994,0.1,4.481881519987597,5.12359604385054,0,1,39744.0,1,1,1.30801074832931e-5,4.0083923932352286e-5
4.699999999999999,0.1,6.477863546228465,6.881799131817592,1,0,41699.0,0,1,0.014502656761224988,0.017557227066870885
4.4,0.1,4.487950115817086,8.282395518755713,0,1,41699.0,1,1,0.000724911211964361,0.001385008052311713
7.099999999999991,0.1,5.046530802678058,9.648134615227436,1,0,43498.0,0,1,0.5333317403251181,2.0319545515093487
4.4,0.1,5.778217204470997,6.664695708287322,1,0,45059.0,1,1,3.941479271145138,4.881517152086566
5.699999999999996,0.1,3.9202302645732443,8.82129625566351,1,0,49761.0,0,1,13.303020685272996,42.01041862590657
2.600000000000001,0.1,6.3533744698806105,7.78432162969659,1,0,49763.0,1,1,1.67894640889784,0.5013676779727623
4.999999999999998,0.1,3.5800695348078238,6.299706962189165,1,1,49765.0,1,1,0.055667570164077175,0.1487718568856536
7.999999999999988,0.1,6.778894851684729,6.9404470555351345,1,0,49768.0,0,1,0.0011470670928668374,0.004476615978573163
12.89999999999997,0.1,4.834891894984593,8.229430038387381,1,0,49774.0,0,1,0.20754224005347413,1.0199833675750776
9.099999999999984,0.1,4.362241069430494,5.188744880708665,1,0,49889.0,0,1,3.0959201688995774,11.246979322880737
4.899999999999999,0.1,6.341721810309344,8.965278076246971,1,0,52062.0,0,1,0.11507168538833822,0.16136123324365917
9.799999999999981,0.1,3.159268917338455,6.752308500313415,0,0,54544.0,0,1,0.021613179551556422,0.07964100216412784
8.999999999999984,0.1,4.893258571089414,9.746076998588379,1,0,54619.0,0,1,0.015777673142259453,0.07348108049612322
2.800000000000001,0.1,2.7829485278791934,6.74905274239245,1,0,55186.0,0,1,0.2297179910382184,0.3004760335642143
14.399999999999965,0.1,15.985044496018109,9.829909093880186,1,0,56077.0,0,1,0.13879029323059588,0.715916326637422
6.8999999999999915,0.1,2.5365677403634352,5.531276686173077,1,0,56413.0,0,1,1.6941296142662996,5.060641153637699
12.499999999999972,0.1,3.5403514979715083,9.075435943177592,0,0,56422.0,0,1,1.6002351530507077e-8,7.470602973762306e-8
5.799999999999995,0.1,3.9283482792949966,6.781635913254195,1,0,58705.0,0,1,1.7911185708756805,5.564399161832903
